3396	"deviate"	5.1	1.79	21	4.27	2.43	22
3397	"deviation"	4.9	1.45	21	4.7	2.56	20
3398	"device"	5.79	1.65	19	3.42	2.34	19
3399	"devil"	3.11	2.45	36	5.4	3.06	43
3400	"deviled"	3.37	1.67	19	4.24	2.17	21
3401	"devilish"	4.22	2.26	18	6.38	2.2	24
3402	"devious"	3.57	1.66	21	3.83	2.62	23
3403	"devise"	4.45	1.23	20	4.48	2.02	21
3404	"devoid"	3.61	1.33	18	3.22	1.83	18
3405	"devote"	5.53	2.17	19	4.05	1.94	22
3406	"devoted"	7.16	1.71	19	4.22	2.11	23
3407	"devotion"	6	1.83	22	4.73	2.49	22
3408	"devour"	5.21	1.87	19	6.06	2.36	18
3409	"devout"	4.48	2.04	21	4.13	2.3	23
3410	"dew"	4.79	1.75	19	3.04	1.8	23
3411	"dexterity"	6.35	1.37	17	3.26	2.23	19
3412	"diabetes"	2.74	2.35	19	4.04	2.42	23
3413	"diabetic"	3	1.72	24	3.86	2.25	22
3414	"diabolical"	3.23	1.69	22	5.32	2.98	22
3415	"diagnose"	5	1.2	19	3.72	2.11	18
3416	"diagnosis"	4.62	1.77	21	4	2.7	21
3417	"diagnostic"	4.81	1.97	21	4.57	1.83	23
3418	"diagonal"	5.17	0.71	18	3.29	1.82	21
3419	"diagram"	5.47	0.84	19	3.71	1.74	21
3420	"dial"	4.63	1.54	19	3.76	1.87	21
3421	"dialect"	6	1.41	20	4.26	2.38	19
3422	"dialogue"	6.25	1.89	20	2.86	1.9	21
3423	"dialysis"	3.24	1.89	21	4.91	2.23	23
3424	"diameter"	4.76	1.34	21	4.04	1.87	23
3425	"diamond"	6.88	1.99	40	5.82	2.57	45
3426	"diaper"	3.71	1.74	21	3.41	1.87	22
3427	"diaphragm"	4.67	1.65	21	3.96	2.5	23
3428	"diarrhea"	2.1	1.8	20	6.85	2.03	20
3429	"diary"	6	1.2	19	3.73	2.19	22
3430	"dib"	5	1.7	19	3.05	2.11	20
3431	"dibs"	5.21	1.75	19	4.62	2.11	21
3432	"dice"	5.8	1.15	20	4.64	2.17	22
3433	"dicey"	4.24	1.79	21	4.7	2.05	20
3434	"dick"	3.06	1.76	18	5.6	2.96	20
3435	"dickhead"	2.6	1.96	20	5.26	2.08	19
3436	"dictate"	4.4	1.88	20	3.24	2	21
3437	"dictation"	4.26	1.37	19	2.94	2.01	18
3438	"dictator"	2.77	2.18	22	5.5	2.44	22
3439	"dictatorship"	2.62	1.96	21	6.38	1.75	21
3440	"diction"	4.85	1.27	20	3.73	2.25	22
3441	"dictionary"	6.05	2.04	20	2.91	1.95	23
3442	"diddle"	4.75	1.77	20	3.15	1.9	20
3443	"die"	1.67	1.65	21	6.9	2.21	21
3444	"diesel"	4.32	1.53	19	3.78	1.96	18
3445	"diet"	4.42	1.3	19	3.83	2.09	18
3446	"differ"	5.1	1.97	21	3.26	2.43	23
3447	"difference"	4.89	1.75	18	3.15	2.23	20
3448	"different"	5.91	1.8	22	3.95	2.2	21
3449	"differential"	4	1.54	22	3.62	2.13	21
3450	"difficult"	3.78	1.7	18	4.45	2.35	20
3451	"difficulty"	2.57	1.6	21	4.21	2.62	19
3452	"diffuse"	5.04	1.69	23	3.86	2.53	22
3453	"dig"	5.28	1.81	18	3.67	2.59	21
3454	"digest"	4.74	1.76	23	2.9	1.7	21
3455	"digestion"	4.5	1.22	22	3.86	2.32	22
3456	"digestive"	5	1.3	21	4	2.25	20
3457	"digit"	4.84	1.46	19	3.05	1.83	21
3458	"digital"	6	2.1	21	4.36	2.22	25
3459	"dignified"	6.55	1.56	42	3.48	2.06	42
3460	"dignify"	5.68	2.03	19	4.24	2.05	21
3461	"dignity"	7.2	1.47	20	3.71	1.98	21
3462	"dike"	4.22	2.1	18	4.85	2.78	20
3463	"dilation"	5.16	1.57	19	4.14	1.96	22
3464	"dildo"	4.57	2.86	21	5.09	2.65	22
3465	"dilemma"	4.24	2.32	21	5.19	2.56	21
3466	"diligence"	5.68	1.57	19	4.63	2.45	19
3467	"diligent"	6.14	1.59	21	4.33	2.82	24
3468	"dill"	5.85	2.03	20	3.25	2.2	20
3469	"dim"	3.37	1.38	19	3.55	2.31	20
3470	"dime"	5.58	1.89	19	3.52	2.34	21
3471	"dimension"	5.24	1.73	21	3.73	2.05	22
3472	"dimensional"	6.16	1.5	19	3.41	2.3	22
3473	"diminish"	4.05	1.15	20	3.87	1.87	23
3474	"diminutive"	4.42	1.92	19	3.5	2.16	20
3475	"dimwit"	3.48	2.09	21	3.5	2.11	22
3476	"dine"	6.6	1.1	20	4	2.08	20
3477	"diner"	6.75	1.52	20	4.04	2.33	23
3478	"dinghy"	4.82	1.76	22	4.17	2.12	18
3479	"dingo"	5.65	1.76	20	4.25	2.07	20
3480	"dingy"	3.45	1.63	22	4.57	2.54	23
3481	"dining"	6.77	1.38	22	4.7	2.57	23
3482	"dinky"	4.1	1.29	20	3.67	2.03	21
3483	"dinner"	6.4	2.02	42	3.85	2.34	47
3484	"dinnertime"	6.58	1.95	19	5.2	2.53	20
3485	"dinosaur"	6.11	0.96	18	5.33	2.03	18
3486	"diocese"	5.05	1.53	21	4	2.37	26
3487	"dioxide"	4.58	1.5	19	3.95	2.44	22
3488	"dip"	5.42	1.98	19	3.35	2.16	20
3489	"diploma"	6.32	1.68	41	5.25	2.4	20
3490	"diplomacy"	5.53	2.48	19	5.22	2.13	23
3491	"diplomat"	4.65	1.76	20	3.65	2.01	23
3492	"diplomatic"	5.9	1.87	21	4.45	2.04	20
3493	"dipper"	5.39	1.73	23	3.36	1.97	22
3494	"dippy"	4.26	2	19	4.32	2.15	22
3495	"dipstick"	4.09	1.44	22	3.52	2.16	21
3496	"dire"	3	1.25	19	5	2.14	21
3497	"direct"	5.75	1.33	20	4.29	1.9	21
3498	"direction"	5.45	1.36	20	3.33	2.22	18
3499	"directive"	5.7	1.34	20	4.3	2.29	23
3500	"director"	4.95	1.43	22	3.75	2.27	20
3501	"directory"	5.21	2.18	19	3.33	1.98	21
3502	"dirt"	4.5	1.79	20	3.44	2.13	41
3503	"dirty"	3.17	1.89	42	5.05	2.18	21
3504	"disability"	2.95	1.22	19	3.9	1.62	20
3505	"disable"	3.58	1.71	19	3.6	1.7	20
3506	"disabled"	2.7	1.15	23	3.71	2.05	21
3507	"disadvantage"	2.68	1.42	19	3.9	1.71	20
3508	"disagree"	2.84	1.17	19	4.9	2.07	20
3509	"disagreeable"	3.29	2	21	4.26	2.6	23
3510	"disagreement"	2.86	1.9	21	3.91	2.54	23
3511	"disappear"	4.1	2.28	21	4.35	2.56	20
3512	"disappearance"	3.75	1.65	20	4.95	2.25	21
3513	"disappoint"	3.38	1.76	39	3.91	2.04	43
3514	"disappointed"	2.65	1.62	17	4.47	2.37	19
3515	"disappointing"	2.79	1.13	19	4.1	2.23	21
3516	"disappointment"	2.79	1.87	19	4.9	2.63	20
3517	"disapproval"	3.4	1.82	20	4.23	2.22	22
3518	"disapprove"	3.55	0.94	20	3.81	2.4	21
3519	"disarm"	4.38	2.11	21	3.7	2.55	23
3520	"disaster"	1.71	1.06	21	6.35	2.59	23
3521	"disastrous"	2.21	1.93	19	4.23	2.47	22
3522	"disband"	4	1.34	20	3.38	2.01	21
3523	"disbelief"	4.21	1.65	19	5.58	2.27	19
3524	"disc"	5.6	1.85	20	3.56	2.43	18
3525	"discard"	4	1.28	23	3.71	1.9	21
3526	"discerning"	4.95	1.79	22	4.26	2.24	23
3527	"discharge"	3.4	1.54	20	4.94	2.11	17
3528	"disciple"	4.67	1.68	18	3.52	2.14	21
3529	"disciplinary"	3.6	1.64	20	4.56	3.07	18
3530	"discipline"	5.9	2.31	20	5.8	2.21	20
3531	"disciplined"	6.15	1.79	20	4.4	2.44	20
3532	"disclose"	4	1.65	20	4.45	2.24	20
3533	"disclosure"	4.71	1.95	21	3.15	2.03	20
3534	"disco"	5.76	2.32	21	5.25	2.36	20
3535	"discoloration"	3.82	1.71	22	4.05	2.31	21
3536	"discomfort"	2.84	0.83	19	4.43	2.42	42
3537	"disconcerting"	3.58	1.74	19	4.36	2.52	22
3538	"disconnect"	3.81	1.29	21	3.12	2.49	24
3539	"discontent"	2.75	1.12	20	4.67	2.93	18
3540	"discontinue"	3.94	1.21	18	3.89	2.11	18
3541	"discord"	3.58	1.77	19	5.43	1.86	21
3542	"discount"	5.78	2.44	18	4.62	2.5	24
3543	"discourage"	3.05	1.16	21	3.73	2.35	22
3544	"discouraged"	3.18	1.27	38	3.38	2.38	39
3545	"discouraging"	2.89	2.13	19	4.17	2.37	23
3546	"discourse"	3.18	1.71	22	4.27	2.57	22
3547	"discover"	7.18	1.44	22	5.7	3.01	20
3548	"discovery"	6.81	2.06	21	6.04	2.53	23
3549	"discredit"	3.14	1.25	22	4.05	2.44	21
3550	"discreet"	5.05	1.9	19	3.4	2.39	20
3551	"discrepancy"	3.43	1.57	21	3.75	2.67	20
3552	"discretion"	5.4	1.39	20	3.57	2.04	21
3553	"discretionary"	5.53	1.68	19	3	2.05	22
3554	"discriminate"	3.18	1.87	22	4.05	2.29	21
3555	"discriminating"	2.33	1.15	21	4.78	2.54	23
3556	"discrimination"	2.45	1.43	20	5.62	2.55	24
3557	"discuss"	5.89	1.97	18	2.76	2.45	21
3558	"discussion"	6.18	1.33	22	5	2.52	19
3559	"disdain"	3.71	1.31	21	3.21	2.26	24
3560	"disdainful"	3.13	1.47	39	4.7	2.38	43
3561	"disease"	1.68	0.89	19	5.5	2.31	20
3562	"diseased"	2.24	1.34	21	5.48	2.52	21
3563	"disembodied"	3.73	1.7	22	5.5	2.69	26
3564	"disengage"	4.05	1.28	21	3.95	1.75	21
3565	"disgrace"	2.45	1.19	20	4.28	2.49	25
3566	"disgraceful"	2.35	1.35	20	4.08	2.53	25
3567	"disgruntled"	3.11	1.85	19	3.55	2.65	22
3568	"disguise"	4.81	1.99	21	4.36	2.34	22
3569	"disgust"	3.32	2.4	19	5	2.35	23
3570	"disgusted"	2.68	1.66	41	4.89	2.38	47
3571	"disgusting"	2.27	1.42	22	6.15	2.62	20
3572	"dish"	5.7	1.34	20	3.57	2.29	23
3573	"dishonest"	3	1.49	20	4.95	2.24	22
3574	"dishonesty"	2.05	0.89	20	5.39	2.68	18
3575	"dishonor"	2.37	1.57	19	4.82	2.44	22
3576	"dishonorable"	2.33	1.28	21	5.76	1.79	21
3577	"dishwasher"	5.32	2.15	22	3.05	2.06	21
3578	"disinfect"	5.11	2.28	19	4	2.17	23
3579	"disinfectant"	5.1	1.97	21	2.96	2.12	24
3580	"disintegrate"	4.32	1.7	19	5.43	2.54	21
3581	"disk"	5.24	1.58	21	2.95	2.08	22
3582	"dislike"	3.25	1.55	20	4.27	2.6	22
3583	"disloyal"	2.27	1.22	40	5.14	2.46	22
3584	"disloyalty"	2.57	1.78	21	5.77	2.2	22
3585	"dismal"	2.6	1.39	20	3.29	1.9	21
3586	"dismantle"	4.74	1.69	19	4.05	2.04	20
3587	"dismay"	3.1	1.07	20	2.85	1.79	20
3588	"dismiss"	4.58	1.74	19	3.7	2.11	20
3589	"dismissal"	4.05	1.35	19	4.48	2.37	23
3590	"dismissive"	3.4	1.35	20	2.67	1.64	18
3591	"dismount"	5.05	1.32	20	3.59	2.13	22
3592	"disobedience"	3.32	2.24	19	4.5	2.69	22
3593	"disobey"	3.19	2.02	21	5.35	2.25	23
3594	"disorder"	3.76	1.84	21	4.9	2.38	20
3595	"disorderly"	2.95	1.39	19	4.85	2.78	20
3596	"disorientation"	3.57	1.94	21	5.1	2.36	20
3597	"disoriented"	3.26	1.15	19	4.81	2.21	26
3598	"disown"	2.29	1.06	21	4.54	2.4	24
3599	"disparage"	3	1.26	21	3.96	1.97	23
3600	"dispatch"	4.9	1.41	21	3.55	2.18	22
3601	"dispatcher"	4.59	1.65	22	3.86	2.48	21
3602	"dispensary"	5.05	1.76	20	4.14	2.44	22
3603	"dispense"	5.24	1.01	25	2.95	2.06	21
3604	"dispenser"	5.26	1.41	19	4.18	2.54	22
3605	"dispersal"	4.91	0.68	22	4.43	2.59	23
3606	"disperse"	4.19	1.44	21	3.67	2.01	21
3607	"displace"	2.89	1.29	19	3.8	2.59	20
3608	"displacement"	3.68	1.38	19	3.86	2.01	21
3609	"display"	6.19	1.33	21	3.81	1.91	21
3610	"displease"	2.63	0.96	19	5.71	2.22	21
3611	"displeased"	3.41	1.82	41	4.22	2.56	45
3612	"displeasure"	2.52	1.12	21	4.81	2.5	21
3613	"disposable"	4	1.49	20	2.9	1.48	20
3614	"disposal"	4	1.92	21	4.42	2.29	19
3615	"dispose"	4	1.38	20	5.53	2.34	19
3616	"disposition"	4.81	1.63	21	4.16	2.41	19
3617	"disprove"	3.9	1.79	21	4.3	2.1	23
3618	"dispute"	2.52	1.4	21	4.55	2.87	20
3619	"disqualify"	2.47	1.07	19	4.7	1.84	20
3620	"disregard"	4.52	1.5	21	3.5	2.32	22
3621	"disrespect"	2.81	1.89	21	5.35	2.48	23
3622	"disrespectful"	2.71	1.76	21	4.65	2.17	23
3623	"disrupt"	3.48	1.25	21	4.87	2.2	23
3624	"disruption"	3.32	1.42	19	5.48	2.27	23
3625	"disruptive"	3.2	1.74	20	6.1	2.47	20
3626	"dissatisfied"	3.25	1.74	20	4.82	1.99	22
3627	"dissect"	3.95	1.63	21	5.43	1.85	23
3628	"dissection"	3.11	1.73	19	4.32	2.23	22
3629	"dissent"	4.8	1.91	20	4	2.02	22
3630	"dissertation"	4.3	2.2	20	3.71	1.71	21
3631	"dissociative"	3.58	1.87	19	4.61	2.37	23
3632	"dissolve"	5.43	1.03	21	3.36	1.56	22
3633	"dissuade"	4.11	1.64	18	3.35	2.16	20
3634	"distance"	3.89	1.49	19	3.81	1.89	21
3635	"distant"	4.74	2.08	19	2.95	2.13	22
3636	"distasteful"	3.17	1.38	18	5.05	1.82	20
3637	"distilled"	5.16	1.57	19	3.11	1.97	19
3638	"distinct"	5.55	1.05	20	3.67	2.71	21
3639	"distinction"	5.05	1.43	21	3.6	2.36	25
3640	"distinctive"	6.32	1.42	19	3.78	2.18	18
3641	"distinguish"	5.26	1.84	23	3.87	2.01	23
3642	"distinguished"	6.62	1.72	21	4.4	2.1	25
3643	"distinguishing"	5.37	1.74	19	5.7	2.56	20
3644	"distort"	3.38	1.32	21	3.62	2.7	24
3645	"distorted"	3.89	0.94	19	5.29	2.24	21
3646	"distortion"	3.5	1.3	22	4.43	2.71	21
3647	"distract"	3.68	1.6	19	3.55	2.04	22
3648	"distraction"	4.05	1.13	19	3.94	2.1	18
3649	"distraught"	2.81	1.47	21	5.64	2.72	22
3650	"distress"	3.25	1.37	20	4	3.16	24
3651	"distressed"	3.38	1.99	39	6.28	2.11	39
3652	"distressing"	3.58	2.17	19	5.52	2.95	23
3653	"distribute"	5.05	1.54	19	3.72	1.84	18
3654	"distribution"	5.5	1.85	20	3.45	2.58	20
3655	"distributor"	4.62	1.24	21	3.2	1.78	25
3656	"district"	4.9	0.91	20	3	1.59	20
3657	"distrust"	2.95	2.28	20	4.05	2.77	21
3658	"disturb"	3.45	1.57	40	4.98	2.47	42
3659	"disturbance"	2.68	1.29	19	5.19	2.34	21
3660	"disturbing"	2.68	1.11	19	5.65	2.5	20
3661	"ditch"	3.2	1.32	20	3.81	1.97	21
3662	"ditto"	5.5	1.61	20	3.9	2.65	20
3663	"ditty"	5.38	1.4	21	3.68	2.08	22
3664	"diva"	3.68	2.4	22	4.55	2.46	22
3665	"dive"	5.81	1.44	21	3.79	2.78	24
3666	"diver"	5.66	1.56	41	5.42	2.46	19
3667	"diverse"	6	1.76	21	3.64	2.27	25
3668	"diversion"	5.22	1.77	18	4.48	2.46	21
3669	"diversionary"	4.42	1.74	19	3.52	2.09	21
3670	"diversity"	6.14	1.31	21	3.21	2.32	24
3671	"divert"	4.42	1.54	19	4.1	2.13	20
3672	"divide"	4.78	0.73	18	4.62	1.91	21
3673	"divine"	7.15	1.42	20	3.05	2.33	21
3674	"division"	4.42	0.96	19	3.57	1.89	21
3675	"divorce"	2.49	1.96	41	5.39	2.62	44
3676	"divorcee"	3.29	1.87	21	3.8	2.57	25
3677	"divulge"	4.79	0.92	19	5.43	2.25	21
3678	"divvy"	4.81	1.08	21	3.27	2.05	22
3679	"dizziness"	3.36	1.62	22	4.95	2.64	21
3680	"dizzy"	3.14	1.71	21	4.67	2.32	24
3681	"do"	5.41	1.84	22	3.67	2.15	21
3682	"doable"	5.52	2	23	4.24	2.02	21
3683	"doc"	4.67	1.91	18	3.14	2.61	21
3684	"docile"	5.75	1.89	20	2.47	1.9	19
3685	"dock"	5.05	1.51	19	3.44	2.45	18
3686	"docket"	4.53	1.12	19	3.3	2.03	20
3687	"docking"	5.2	1.15	20	3.74	2.03	23
3688	"doctor"	5.93	1.89	41	4.05	2.4	21
3689	"doctorate"	5.95	1.99	19	3.91	2.11	22
3690	"doctrine"	4.89	1.97	18	3	1.69	22
3691	"document"	5.42	1.07	19	2.9	1.64	21
3692	"documentary"	5.91	1.66	22	3.76	2.59	21
3693	"documentation"	4.84	1.68	19	3.38	1.63	21
3694	"documents"	5.35	1.14	20	3.73	2.25	22
3695	"dodger"	4.7	1.56	20	3.95	2.27	21
3696	"dodgy"	4.79	1.69	19	4.55	2.39	20
3697	"dodo"	3.91	1.44	23	4	2.33	22
3698	"doer"	5.63	1.42	19	4.38	2.62	21
3699	"dog"	7	2.07	42	5.43	2.64	21
3700	"dogface"	3.95	1.79	20	4.14	2.27	22
3701	"doggy"	7	1.97	18	4.79	2.8	19
3702	"doghouse"	5.1	2.1	21	2.68	2.1	22
3703	"dojo"	6	1.53	18	4.15	2.78	20
3704	"dole"	4.95	1.69	21	4.4	2.35	25
3705	"doll"	5.88	1.57	24	3.51	2.25	43
3706	"dollar"	7.39	1.51	41	5.57	2.73	21
3707	"dollhouse"	5.6	1.73	20	3.55	2.26	22
3708	"dolphin"	6.67	1.53	21	3	2.45	22
3709	"domain"	5.05	1.28	20	3.36	2.68	22
3710	"dome"	5.95	1.75	19	4.42	2.48	19
3711	"domestic"	5.05	2.04	19	2.8	2.26	20
3712	"domesticated"	5.82	1.68	22	3.67	1.93	21
3713	"dominance"	5.19	1.99	21	5.5	2.76	20
3714	"dominant"	5.15	1.31	20	5.36	2.48	22
3715	"dominate"	4.4	2.37	20	6.4	2.19	20
3716	"domination"	3.57	1.97	23	5	2.71	22
3717	"dominatrix"	4.32	2.26	19	5.65	2.66	20
3718	"dominion"	4.62	1.86	21	4.67	2.31	21
3719	"domino"	5	1.52	21	3.46	2.62	24
3720	"donate"	6.7	1.45	20	3.25	2.23	24
3721	"donation"	7	1.2	22	4	2.37	21
3722	"donkey"	6.29	1.45	17	2.9	1.89	20
3723	"donor"	6.57	1.66	21	3.76	1.76	21
3724	"doodle"	6.39	2.06	18	4.09	2.14	22
3725	"doom"	3	1.76	19	6.17	2.92	18
3726	"doomsday"	2.8	2.04	20	6.22	2.66	23
3727	"door"	5.43	1.23	42	3.19	2.04	21
3728	"doorbell"	5.33	1.59	21	4.17	2.31	23
3729	"doorknob"	4.86	1.53	21	2.64	1.6	25
3730	"doorman"	5.45	1.41	22	3.35	2.17	26
3731	"doormat"	3.68	1.57	19	3.2	2.09	20
3732	"doornail"	4.68	1.49	19	3.32	2.4	22
3733	"doorstep"	5.14	1.77	21	3.26	1.89	23
3734	"doorway"	5.68	1.2	19	3.65	2.53	23
3735	"dopamine"	4.64	1.99	22	4.58	2.63	19
3736	"dope"	4.14	2.19	22	4.24	2.57	21
3737	"dopey"	3.86	1.71	21	2.91	1.95	23
3738	"dork"	4.35	1.5	20	2.88	2.01	24
3739	"dorky"	5.12	2.05	26	4.5	2.44	22
3740	"dorm"	5.16	1.95	19	4.29	1.93	21
3741	"dormant"	4.85	1.76	20	3	2.02	21
3742	"dormitory"	5.06	1.89	18	4.5	1.64	20
3743	"dorsal"	5.05	0.92	21	3.7	2.25	20
3744	"dosage"	4.57	1.12	23	4	2.2	18
3745	"dose"	4.91	1.27	22	2.95	2.16	21
3746	"dossier"	4.84	1.46	19	3.72	1.56	18
3747	"dot"	4.84	2.01	19	3.09	1.8	22
3748	"dotted"	4.86	1.11	21	3.33	1.53	21
3749	"dotty"	5.16	1.89	19	3.55	2.68	20
3750	"double"	5.78	1.56	18	3.38	2.42	21
3751	"doubt"	3.28	1.93	18	4.33	2.42	21
3752	"doubtful"	3.86	1.62	21	4.55	2.13	22
3753	"douche"	2.9	1.7	21	4.13	2.6	23
3754	"dough"	6	1.62	17	4.1	2.02	21
3755	"doughboy"	4.84	2.01	19	4	2.02	21
3756	"doughnut"	7.5	1.41	22	4.5	2.34	26
3757	"douse"	3.92	1.53	24	3.92	2.36	25
3758	"dove"	6.9	1.93	41	3.27	2.47	44
3759	"downer"	3.47	1.17	19	3.13	1.69	23
3760	"downfall"	3.2	1.24	20	4.5	2.64	18
3761	"downfield"	4.84	1.5	19	2.5	1.43	20
3762	"download"	6	1.9	21	3.6	2.36	25
3763	"downriver"	5.61	2	18	3.55	2.44	20
3764	"downside"	3.55	1.76	20	4.63	2.43	19
3765	"downtime"	5.8	1.99	20	3.06	2.26	18
3766	"downward"	4	1.8	19	4.05	1.96	21
3767	"downy"	5.77	1.97	22	3.11	1.66	19
3768	"dowry"	4.7	2.03	20	3.11	2.4	18
3769	"doze"	5.95	1.43	20	3.37	2.59	19
3770	"dozen"	5.78	1.48	18	2.95	2.2	19
3771	"Dr. Pepper"	6.9	1.74	20	4.48	2.47	23
3772	"drab"	2.76	1.26	21	2.35	1.57	20
3773	"draft"	5.3	1.95	20	4.1	2.75	20
3774	"drafty"	4.3	1.08	20	3.73	2.25	22
3775	"drag"	3.68	1.73	19	4.81	1.94	21
3776	"dragon"	6.68	1.67	19	5.45	2.87	20
3777	"dragonfly"	6.45	1.71	22	3.86	2.52	21
3778	"drain"	3.8	1.67	20	2.94	1.98	18
3779	"drainage"	3.89	1.23	18	3.52	2.04	21
3780	"drainpipe"	4.52	2.11	21	2.91	2.25	23
3781	"drake"	5.05	1.93	19	4.32	2.44	22
3782	"drama"	4.37	2.63	19	5.14	3.04	22
3783	"dramatic"	5.17	1.54	18	6.59	1.99	22
3784	"drape"	4.95	1.39	20	3.29	1.93	17
3785	"drastic"	4.63	1.74	19	5.2	2.31	20
3786	"drat"	4.25	1.71	20	3.4	2.28	20
3787	"draught"	3.9	2.19	21	3.32	2.24	19
3788	"draw"	6.18	2.08	22	3.6	2.26	20
3789	"drawback"	4.38	1.72	21	3.08	2.6	24
3790	"drawbridge"	5.45	1.43	20	3.3	2.25	20
3791	"drawer"	4.67	1.28	18	3	1.71	18
3792	"dread"	3	1.89	19	4.5	2.4	20
3793	"dreaded"	2.11	1.33	19	5.1	2.55	21
3794	"dreadful"	2.6	1.31	20	4.5	2.71	18
3795	"dream"	7.43	1.8	21	4.37	2.81	43
3796	"dreamboat"	7.47	1.71	19	4.27	2.33	22
3797	"dreamer"	7.45	1.23	20	4.4	2.77	25
3798	"dreamland"	7	1.38	20	3.95	3.33	20
3799	"dreamy"	7.52	1.5	21	4.9	2.79	20
3800	"dreary"	3.55	1.95	22	3.54	2.13	41
3801	"dredge"	3.32	1.67	19	3.36	2.13	22
3802	"dress"	6.42	2.14	19	4.73	2.44	45
3803	"dresser"	5.28	0.96	18	2.58	1.64	19
3804	"dressmaker"	6.85	1.76	20	3.05	2.6	21
3805	"dressy"	5.82	1.71	22	4.15	2.48	20
3806	"dribble"	4.68	1.92	19	3.75	2.1	20
3807	"drift"	5.09	1.48	22	3.32	2.29	19
3808	"drifter"	4.95	1.67	20	4.32	2.46	22
3809	"driftwood"	5.53	1.02	19	3.1	2.19	21
3810	"drill"	4.73	2.1	22	5.11	2.13	19
3811	"drink"	6.67	1.83	21	5.19	2.56	21
3812	"drinker"	3.72	2.24	18	5.32	2.85	22
3813	"drip"	5.52	1.94	21	3.7	2.3	20
3814	"drive"	6.5	1.99	22	4.19	1.91	21
3815	"drivel"	4.29	1.95	21	4.65	1.9	20
3816	"driver"	6.39	1.72	18	3.15	2.41	20
3817	"driveway"	4.57	1.21	21	3.38	2.29	21
3818	"drizzle"	5.18	1.65	22	4.23	2.39	22
3819	"droll"	5.09	1.83	23	3.41	1.94	22
3820	"drone"	3.5	1.9	22	4.3	2.29	23
3821	"drool"	3.28	1.81	18	2.7	1.84	20
3822	"droopy"	4	1.84	20	3.18	1.79	22
3823	"drop"	4.23	1.57	22	4.67	2.35	21
3824	"dropout"	3.33	2.06	21	4.7	2.39	20
3825	"dropper"	5.05	2.12	19	3.45	2.42	22
3826	"drought"	2.79	1.75	19	3.55	2.15	22
3827	"drown"	2.33	1.53	40	5.35	2.69	43
3828	"drowsy"	4.25	2.1	20	2.83	1.87	23
3829	"drug"	4.11	1.84	18	4.48	2.52	21
3830	"drug dealing"	2.81	1.72	21	4.7	2.87	23
3831	"druggist"	3.89	1.45	18	4	2.34	20
3832	"drugs"	3.86	2.23	22	5.78	2.66	23
3833	"drugstore"	4.74	2.21	19	4.05	2.66	22
3834	"drum"	6.05	1.43	19	4.67	2.54	21
3835	"drummer"	6.53	1.35	19	4.5	2.19	20
3836	"drunk"	4.06	2.07	18	5.05	2.87	20
3837	"drunk driving"	1.58	1.02	19	5.73	2.55	22
3838	"drunkard"	3.28	2.35	18	4.45	2.21	20
3839	"drunken"	3	2.11	19	4.36	2.38	22
3840	"drunkenness"	3.42	2.41	19	6.05	2.16	21
3841	"dry"	4.86	1.75	22	3.8	2.14	20
3842	"dryer"	5.21	2.18	19	2.43	1.43	21
3843	"dual"	5.14	1.49	22	4.39	2.78	23
3844	"dub"	5.35	2.13	20	4.58	2.57	19
3845	"dubious"	3.47	1.5	19	4.33	1.8	21
3846	"duchess"	6.15	1.39	20	3.92	2.75	24
3847	"duck"	6.11	1.2	19	4	1.84	21
3848	"duckling"	7.18	1.18	22	3.92	2.37	26
3849	"ducky"	6.6	1.31	20	3.81	2.6	21
3850	"duct"	4.24	1.55	21	2.8	2.06	25
3851	"dud"	3.74	1.19	19	3.33	2.06	18
3852	"dude"	5.91	1.85	22	3.81	2.14	21
3853	"due"	4.94	2.15	18	4.38	3.01	21
3854	"duel"	5.05	1.54	20	5.55	2.61	20
3855	"duet"	6.11	1.45	19	3.79	2.3	24
3856	"duffel"	4.9	0.94	21	3.5	1.96	26
3857	"dugout"	4.55	1.85	20	4.08	1.55	25
3858	"duh"	4.5	2.28	20	3.9	2.47	20
3859	"duke"	4.8	1.61	20	4.21	2.04	24
3860	"dull"	3.4	0.94	20	1.67	1.03	18
3861	"dullard"	4.68	1.29	22	3.58	2.55	26
3862	"dumb"	2.44	1.54	18	5.3	2.75	20
3863	"dumbbell"	4.71	2.12	21	3.54	2.62	24
3864	"dummy"	3.66	1.7	38	3.79	2.15	38
3865	"dump"	3.73	1.82	41	3.67	2.06	21
3866	"dumpling"	6.48	1.75	21	2.5	1.71	22
3867	"dumpster"	3.48	1.4	21	4	2.14	21
3868	"dunce"	3.24	1.79	21	4.95	1.91	21
3869	"dune"	5.35	1.95	20	2.76	1.87	21
3870	"dung"	3.86	1.64	22	3.45	2.32	22
3871	"dungeon"	3.52	2.2	21	5.13	2.47	23
3872	"dunk"	4.67	2.24	21	3.6	2.37	20
3873	"duo"	6.45	1.1	22	3.75	2.27	20
3874	"dupe"	4	2.07	21	3.73	2	22
3875	"duplex"	5.67	1.15	21	3.09	2.23	23
3876	"duplicate"	4.7	1.53	20	4.5	2.33	20
3877	"duration"	5.43	2.13	21	3.3	1.4	23
3878	"duress"	2.82	1.37	22	4.45	2.22	22
3879	"dusk"	5.63	2.09	19	3.52	2.2	21
3880	"dusky"	4.95	1.84	19	4.55	2.28	22
3881	"dust"	3.72	1.45	18	3.45	2.19	20
